Circuit,Year,Driver,LapNumber,Stint,LapInStint,Compound,LapTimeSec,FuelRemainingKg,FuelPenaltySec,FuelCorrectedPaceSec,GapAheadSec,SessionProgression,TrackTemp,AirTemp,ObservedLapDeltaSec
Bahrain,2023,SAI,10.0,1.0,13.0,SOFT,100.102,87.0,2.871,99.50800000000001,5.737999999999374,0.17543859649122806,30.8,27.1,1.0657000000000068
Bahrain,2023,HAM,10.0,1.0,13.0,SOFT,100.289,87.0,2.871,99.69500000000001,3.2510000000002037,0.17543859649122806,30.6,27.2,1.0734000000000066
Bahrain,2023,RUS,10.0,1.0,13.0,SOFT,100.532,87.0,2.871,99.938,1.3670000000001892,0.17543859649122806,30.6,27.2,1.2878000000000043
Bahrain,2023,ALO,10.0,1.0,13.0,SOFT,100.203,87.0,2.871,99.60900000000001,0.5839999999998327,0.17543859649122806,30.6,27.2,0.6550000000000011
Bahrain,2023,STR,10.0,1.0,13.0,SOFT,100.192,87.0,2.871,99.598,1.2839999999996508,0.17543859649122806,30.6,27.2,0.558099999999996
Bahrain,2023,BOT,10.0,1.0,10.0,SOFT,100.676,87.0,2.871,100.08200000000001,3.6959999999999127,0.17543859649122806,30.6,27.2,0.9808000000000021
Bahrain,2023,OCO,10.0,1.0,13.0,SOFT,100.858,87.0,2.871,100.26400000000001,2.722000000000662,0.17543859649122806,30.6,27.2,0.9910000000000139
Bahrain,2023,ALB,10.0,1.0,10.0,SOFT,101.119,87.0,2.871,100.525,2.5369999999993524,0.17543859649122806,30.6,27.2,3.5908000000000015
Bahrain,2023,SAR,10.0,1.0,10.0,SOFT,101.133,87.0,2.871,100.539,2.0200000000004366,0.17543859649122806,30.6,27.2,3.9061999999999983
Bahrain,2023,PIA,10.0,1.0,10.0,SOFT,101.584,87.0,2.871,100.99000000000001,0.19099999999980355,0.17543859649122806,30.6,27.2,0.868700000000004
Bahrain,2023,ZHO,10.0,1.0,10.0,SOFT,101.743,87.0,2.871,101.149,0.6210000000000946,0.17543859649122806,30.6,27.2,3.9129999999999967
Bahrain,2023,DEV,10.0,1.0,10.0,SOFT,101.666,87.0,2.871,101.072,1.2979999999997744,0.17543859649122806,30.6,27.2,1.1131000000000029
Bahrain,2023,MAG,10.0,1.0,10.0,HARD,101.719,87.0,2.871,101.125,1.9480000000003201,0.17543859649122806,30.6,27.2,2.8829999999999956
Bahrain,2023,VER,11.0,1.0,14.0,SOFT,98.483,85.2,2.8116000000000003,97.8296,15.0,0.19298245614035087,30.6,27.1,1.0520000000000067
Bahrain,2023,LEC,11.0,1.0,11.0,SOFT,99.212,85.2,2.8116000000000003,98.5586,7.8159999999998035,0.19298245614035087,30.6,27.1,0.6021999999999963
Bahrain,2023,PER,11.0,1.0,14.0,SOFT,99.249,85.2,2.8116000000000003,98.59559999999999,1.7420000000001892,0.19298245614035087,30.6,27.1,1.9577999999999918
Bahrain,2023,SAI,11.0,1.0,14.0,SOFT,100.507,85.2,2.8116000000000003,99.8536,6.996000000000095,0.19298245614035087,30.6,27.1,1.470700000000008
Bahrain,2023,HAM,11.0,1.0,14.0,SOFT,100.752,85.2,2.8116000000000003,100.09859999999999,3.4960000000000946,0.19298245614035087,30.6,27.1,1.5364000000000004
Bahrain,2023,RUS,11.0,1.0,14.0,SOFT,101.085,85.2,2.8116000000000003,100.43159999999999,1.699999999999818,0.19298245614035087,30.6,27.1,1.8408000000000015
Bahrain,2023,ALO,11.0,1.0,14.0,SOFT,101.147,85.2,2.8116000000000003,100.4936,0.6459999999997308,0.19298245614035087,30.6,27.1,1.5990000000000038
Bahrain,2023,STR,11.0,1.0,14.0,SOFT,100.923,85.2,2.8116000000000003,100.2696,1.0600000000004002,0.19298245614035087,30.6,27.1,1.2891000000000048
Bahrain,2023,OCO,11.0,1.0,14.0,SOFT,101.035,85.2,2.8116000000000003,100.38159999999999,6.529999999999745,0.19298245614035087,30.6,27.1,1.1680000000000064
Bahrain,2023,SAR,11.0,1.0,11.0,SOFT,101.532,85.2,2.8116000000000003,100.87859999999999,5.054000000000087,0.19298245614035087,30.6,27.1,4.305199999999999
Bahrain,2023,PIA,11.0,1.0,11.0,SOFT,101.352,85.2,2.8116000000000003,100.6986,4.016999999999825,0.19298245614035087,30.6,27.1,0.6367000000000047
Bahrain,2023,ZHO,11.0,1.0,11.0,SOFT,102.108,85.2,2.8116000000000003,101.4546,1.3770000000004075,0.19298245614035087,30.6,27.1,4.278000000000006
Bahrain,2023,MAG,11.0,1.0,11.0,HARD,102.049,85.2,2.8116000000000003,101.3956,3.186999999999898,0.19298245614035087,30.6,27.1,3.213000000000008
Bahrain,2023,GAS,11.0,2.0,2.0,HARD,98.762,85.2,2.8116000000000003,98.1086,15.0,0.19298245614035087,30.6,27.1,0.7903999999999911
Bahrain,2023,VER,12.0,1.0,15.0,SOFT,98.591,83.4,2.7522,97.87819999999999,15.0,0.21052631578947367,30.6,27.1,1.1599999999999966
Bahrain,2023,LEC,12.0,1.0,12.0,SOFT,99.489,83.4,2.7522,98.7762,8.713999999999942,0.21052631578947367,30.5,27.1,0.8791999999999973
Bahrain,2023,PER,12.0,1.0,15.0,SOFT,99.197,83.4,2.7522,98.4842,1.4500000000007276,0.21052631578947367,30.5,27.1,1.9057999999999993
Bahrain,2023,SAI,12.0,1.0,15.0,SOFT,100.52,83.4,2.7522,99.8072,8.318999999999505,0.21052631578947367,30.5,27.1,1.483699999999999
